author_id,target_type,target_id,target,context,rating,content,status,is_historical,instructor,term,course_code,source_row,source_column,source_workbook
legacy:d1116b370939e2085a5d2e1a85c77ea2227defef,course,cuhksz_course_csc3100,数据结构,Wu Zhizheng · 历史评价（学期未注明）,,看得出上课很上心,published,True,Wu Zhizheng,历史评价（学期未注明）,CSC3100,42,E,课程评价.xlsx
legacy:a15a1ae25836e6ddb01b71f83563482893f6f434,course,cuhksz_course_csc3100,数据结构,Wu Zhizheng · 历史评价（学期未注明）,,很认真负责，他开的csc3160还有专门的课程网站,published,True,Wu Zhizheng,历史评价（学期未注明）,CSC3100,42,F,课程评价.xlsx
legacy:44cfc7e6f39e82ffc5e720497fc6f41aaa60d8b8,course,cuhksz_course_csc3100,数据结构,Yu Tianshu · 历史评价（学期未注明）,,口音相当怪，感觉讲起来总是犹豫不决的，不算很好,published,True,Yu Tianshu,历史评价（学期未注明）,CSC3100,43,D,课程评价.xlsx
legacy:be5fc57fa2d2941b3be001435f825ba376c7ae7a,course,cuhksz_course_csc3170,数据库系统,未注明教师 · 历史评价（学期未注明）,,目前所有评价的共同点是挺卷的,published,True,未注明教师,历史评价（学期未注明）,CSC3170,45,D,课程评价.xlsx
legacy:905469fbf6907cf40e6120cfdb95fdfa1d73adaf,course,cuhksz_course_csc4140,计算机图形学,Qilin Sun · 历史评价（学期未注明）,,图形学课本身比较难，但学了之后出路和竞争力一下子打开了,published,True,Qilin Sun,历史评价（学期未注明）,CSC4140,47,D,课程评价.xlsx
legacy:e68ec31500277a3be3987e6500508b349f547d8a,course,cuhksz_course_csc4140,计算机图形学,Qilin Sun · 历史评价（学期未注明）,,课程内容基本照搬GAMES101，作业内容基本照搬UCB CS184，学的内容很有趣，但是如果认真写作业的话wl很大，6次编程作业，一个期末quiz，一个期末project，给分正常，孙教授人挺有意思的，快到期末的时候还开了一个茶话会,published,True,Qilin Sun,历史评价（学期未注明）,CSC4140,47,E,课程评价.xlsx
legacy:8f5e65117450503dcdaac6931a9b3815282c0b32,course,cuhksz_course_dda3005,数值方法,Andre Manfred Milzarek · 历史评价（学期未注明）,,这是新课，别蹲了,published,True,Andre Manfred Milzarek,历史评价（学期未注明）,DDA3005,51,D,课程评价.xlsx
legacy:97defcde5cedeb0b03610712dbc98b50a0a7ba54,course,cuhksz_course_dda3005,数值方法,Andre Manfred Milzarek · 历史评价（学期未注明）,,还不错，一些内容跟线代重合，如果2040学的可以的话就问题不大。个人感觉Andre讲的还可以，网课1.5倍速食用更佳,published,True,Andre Manfred Milzarek,历史评价（学期未注明）,DDA3005,51,E,课程评价.xlsx
legacy:d3a93b0c703a05c45e3256c31bce6f8cf7e6dace,course,cuhksz_course_dda3005,数值方法,Andre Manfred Milzarek · 历史评价（学期未注明）,,wl有点大,published,True,Andre Manfred Milzarek,历史评价（学期未注明）,DDA3005,51,F,课程评价.xlsx
legacy:8153f834dbc8e857a3b6a4b75340b9ef56f80fb6,course,cuhksz_course_dda3020,机器学习,未注明教师 · 历史评价（学期未注明）,,wl比较大，建议学完最优化和2002以上的统计再去,published,True,未注明教师,历史评价（学期未注明）,DDA3020,53,E,课程评价.xlsx
legacy:c5db25999260455094f0147feb7890ac07ad301b,course,cuhksz_course_dda4230,强化学习,Wang Baoxiang · 历史评价（学期未注明）,,极限蹲蹲,published,True,Wang Baoxiang,历史评价（学期未注明）,DDA4230,56,C,课程评价.xlsx
legacy:df7a9707906940aa3c4b6bbf25e452becd7d1204,course,cuhksz_course_dms2030,运营管理,Shi Duo · 历史评价（学期未注明）,,老师很好 讲的很清楚,published,True,Shi Duo,历史评价（学期未注明）,DMS2030,57,F,课程评价.xlsx
legacy:b50ef82402c26d243301057d06ab4feb3ca21ef1,course,cuhksz_course_dms3210,供应链管理热点,林至颖 · 历史评价（学期未注明）,,0.39,published,True,林至颖,历史评价（学期未注明）,DMS3210,59,C,课程评价.xlsx
legacy:91028f45a12227bb13e96c6735e6ecbd7261af25,course,cuhksz_course_dms3210,供应链管理热点,林至颖 · 历史评价（学期未注明）,,wl不大的一门课，整个学期有4个case和一个final exam，都是individual的，不需要组队，老师人很好，给分也很不错！很推荐想了解供应链的同学上，鼓励多和老师互动,published,True,林至颖,历史评价（学期未注明）,DMS3210,59,D,课程评价.xlsx
legacy:b8f02b9fd52a9e496634f3a9385506a53bd84a9f,course,cuhksz_course_dms3210,供应链管理热点,林至颖 · 历史评价（学期未注明）,,至颖真的很可爱！！日理万机的他还能每天耐心回答学生的问题～而且感觉他对供应链管理是真的有很多热爱在的:),published,True,林至颖,历史评价（学期未注明）,DMS3210,59,F,课程评价.xlsx
legacy:92fc89b07edcffb8e16d5c44d9ab46e32044bfd5,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,老师很好！！但是课程竞争比较激烈，wl不是很大，看人,published,True,Barick,历史评价（学期未注明）,ECO2011,62,D,课程评价.xlsx
legacy:a60718a672d1fc129ec1be41b2527c1805545dfb,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,快跑,published,True,Barick,历史评价（学期未注明）,ECO2011,62,E,课程评价.xlsx
legacy:c3447deb36d4b04aa7809f8fea261939371b16f9,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,巴巴很好！快冲！,published,True,Barick,历史评价（学期未注明）,ECO2011,62,F,课程评价.xlsx
legacy:be95c72598b22555e7d56b4561d23945a50891e0,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,呵呵呵🤪学废了,published,True,Barick,历史评价（学期未注明）,ECO2011,62,G,课程评价.xlsx
legacy:4d05610f93dccfcf5607755e53af4f3bd18d0d76,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,冲个屁 **一个,published,True,Barick,历史评价（学期未注明）,ECO2011,62,H,课程评价.xlsx
legacy:e2222893e302d519883153eb4ba8d339ec061ac3,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,这很难评,published,True,Barick,历史评价（学期未注明）,ECO2011,62,I,课程评价.xlsx
legacy:ffcf08996570f309a85afdc9a05116049b23ed3d,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,勾石,published,True,Barick,历史评价（学期未注明）,ECO2011,62,J,课程评价.xlsx
legacy:f2a4e52aa04040a4ea0a4baf9abff20eb11dd72a,course,cuhksz_course_eco2011,微观经济学导论,Barick · 历史评价（学期未注明）,,sb中的sb,published,True,Barick,历史评价（学期未注明）,ECO2011,62,K,课程评价.xlsx
legacy:e02a1fa3de2249128da4c6bc9d4856b1528f7e3f,course,cuhksz_course_eco2011,微观经济学导论,Emily Zheng · 历史评价（学期未注明）,,怎么样呀,published,True,Emily Zheng,历史评价（学期未注明）,ECO2011,63,C,课程评价.xlsx
legacy:1bdc75d530efd80afd13446d231bd0cabb6934c4,course,cuhksz_course_eco2011,微观经济学导论,Emily Zheng · 历史评价（学期未注明）,,人美心善的老师，讲得挺好的，上课会做题，强烈推荐,published,True,Emily Zheng,历史评价（学期未注明）,ECO2011,63,D,课程评价.xlsx
legacy:5a8cc479f0c51f97e5e71a178f10ec012f938b37,course,cuhksz_course_eco2011,微观经济学导论,Emily Zheng · 历史评价（学期未注明）,,推！！！好喜欢emily~~~,published,True,Emily Zheng,历史评价（学期未注明）,ECO2011,63,E,课程评价.xlsx
legacy:31894b2b6cb499545f0b8c6b485aac6c2c93a635,course,cuhksz_course_eco2011,微观经济学导论,Emily Zheng · 历史评价（学期未注明）,,Emily讲得很清楚人也很有趣！冲！,published,True,Emily Zheng,历史评价（学期未注明）,ECO2011,63,F,课程评价.xlsx
legacy:ffdd05adb451489cbc591731750208493289255a,course,cuhksz_course_eco2011,微观经济学导论,Emily Zheng · 历史评价（学期未注明）,,超级好！可冲！,published,True,Emily Zheng,历史评价（学期未注明）,ECO2011,63,G,课程评价.xlsx
legacy:56e135792456908136bd92a02bbe9c0ff63bc969,course,cuhksz_course_eco2011,微观经济学导论,Tat How Teh · 历史评价（学期未注明）,,老师很好！！！英语可能有一点点东南亚口音但问了大部分同学是不影响听课的，会偶尔用中文解释相关名词，讲课很细，语速和课堂进度也适中，总之挺推荐的,published,True,Tat How Teh,历史评价（学期未注明）,ECO2011,64,D,课程评价.xlsx
legacy:dba0c8e944fb405c3612fb932dcefb372200f5f2,course,cuhksz_course_eco2011,微观经济学导论,Tat How Teh · 历史评价（学期未注明）,,感觉主要是读ppt，整体一般般，中规中矩,published,True,Tat How Teh,历史评价（学期未注明）,ECO2011,64,E,课程评价.xlsx
legacy:1b1236ab4de3ab2ab1b00351e95eb39e471e2e29,course,cuhksz_course_eco2011,微观经济学导论,Zheng Yiying · 历史评价（学期未注明）,,Emily很耐心很不错，课程非常清晰,published,True,Zheng Yiying,历史评价（学期未注明）,ECO2011,66,D,课程评价.xlsx
legacy:611d2629e6490ec7b795ed2027d6da60e11a6baf,course,cuhksz_course_eco2021,宏观经济学导论,"KHOO,Lawrence · 历史评价（学期未注明）",,20多点，算低的了,published,True,"KHOO,Lawrence",历史评价（学期未注明）,ECO2021,67,C,课程评价.xlsx
legacy:6439c9a2831c1b8be533177269c662c5ec170365,course,cuhksz_course_eco2021,宏观经济学导论,"KHOO,Lawrence · 历史评价（学期未注明）",,khoo全是录播，基本靠小组学习。每周一个quiz，tu上完成一份问答作业，期中是quiz，wl不大,published,True,"KHOO,Lawrence",历史评价（学期未注明）,ECO2021,67,D,课程评价.xlsx
legacy:fb1539967e93ed5d83fc52e8ee4dd237d6eb4658,course,cuhksz_course_eco2021,宏观经济学导论,"KHOO,Lawrence · 历史评价（学期未注明）",,课还不错但是给分确实……一般般,published,True,"KHOO,Lawrence",历史评价（学期未注明）,ECO2021,67,E,课程评价.xlsx
legacy:4f32cff19e443c1c8fe7abc790496d6e942d1006,course,cuhksz_course_eco2021,宏观经济学导论,"Martin, SHU · 历史评价（学期未注明）",,讲的一般，ppt reader，但是课本身很简单，wl小，考试背ppt就完事，推荐想刷绩点的同学,published,True,"Martin, SHU",历史评价（学期未注明）,ECO2021,68,D,课程评价.xlsx
legacy:d9a5741a5dbc704758785db3ddfd17661ff6c27c,course,cuhksz_course_eco2121,统计学基础,未注明教师 · 历史评价（学期未注明）,,哪个老师比较好呀,published,True,未注明教师,历史评价（学期未注明）,ECO2121,69,C,课程评价.xlsx
legacy:122078626efedd1462ab15062d426edaf71be13d,course,cuhksz_course_eco3080,商业运用中的机器学习,陈齐辉 · 历史评价（学期未注明）,,不难，wl相对不大,published,True,陈齐辉,历史评价（学期未注明）,ECO3080,70,D,课程评价.xlsx
legacy:fafd9099a639e01f30ff9eb796f0622f892e3372,course,cuhksz_course_eco3121,计量经济学导论,Li Ming · 历史评价（学期未注明）,,40,published,True,Li Ming,历史评价（学期未注明）,ECO3121,73,C,课程评价.xlsx
legacy:0b4856123de6a797d05578184804de27b478eeed,course,cuhksz_course_eco3121,计量经济学导论,Li Ming · 历史评价（学期未注明）,,老师超好，去年这位老师的课重在理解概念而非计算，和春季学期的感觉很不一样,published,True,Li Ming,历史评价（学期未注明）,ECO3121,73,D,课程评价.xlsx
legacy:39f3bd78c05e4f700cf0d260d4802986e457aa61,course,cuhksz_course_eco3121,计量经济学导论,Li Ming · 历史评价（学期未注明）,,天使！！！(但是班级强度有点高),published,True,Li Ming,历史评价（学期未注明）,ECO3121,73,E,课程评价.xlsx
legacy:9c73d18c3352a9339b6d11358e77df04a0e7bb96,course,cuhksz_course_eco3121,计量经济学导论,Lin Wei · 历史评价（学期未注明）,,劝退linwei，建议隔壁liming,published,True,Lin Wei,历史评价（学期未注明）,ECO3121,74,C,课程评价.xlsx
legacy:177a1b96f7babf34d5d9db712c91ddb9ca753e71,course,cuhksz_course_eco3121,计量经济学导论,Lin Wei · 历史评价（学期未注明）,,期中试题作答得很舒服,published,True,Lin Wei,历史评价（学期未注明）,ECO3121,74,D,课程评价.xlsx
legacy:c84690ac165ca869297c58e229ff51b895e360e9,course,cuhksz_course_eco3121,计量经济学导论,Lin Wei · 历史评价（学期未注明）,,个人觉得讲得很好，考试题也是他出就好了,published,True,Lin Wei,历史评价（学期未注明）,ECO3121,74,E,课程评价.xlsx
legacy:5796290cc6b6c9d7e7020142951f564501d3f880,course,cuhksz_course_eco3160,博弈论与商业战略,"SONG,Yangbo · 历史评价（学期未注明）",,波波永远滴男神！,published,True,"SONG,Yangbo",历史评价（学期未注明）,ECO3160,75,D,课程评价.xlsx
legacy:66aab71c0a9e4d936f2e89a21c001a4cb43f20df,course,cuhksz_course_eco3160,博弈论与商业战略,"SONG,Yangbo · 历史评价（学期未注明）",,波波！好！爱！ 上课很有意思人也很好玩,published,True,"SONG,Yangbo",历史评价（学期未注明）,ECO3160,75,E,课程评价.xlsx
legacy:d69f8163ab5d7ff9a171b4899f30a91a32e18a8a,course,cuhksz_course_eco3160,博弈论与商业战略,"SONG,Yangbo · 历史评价（学期未注明）",,谨慎考虑,published,True,"SONG,Yangbo",历史评价（学期未注明）,ECO3160,75,F,课程评价.xlsx
legacy:4f63552474585e3c7a65620c98e041649d6f4986,course,cuhksz_course_eco3410,货币与金融机构经济学,Li Zehao · 历史评价（学期未注明）,,A率上一年是37.5， 老师人很和蔼，解答问题很认真,published,True,Li Zehao,历史评价（学期未注明）,ECO3410,76,D,课程评价.xlsx
legacy:6a954391fd84d592342c6bf5f4095fb284d79df5,course,cuhksz_course_eco3610,国际贸易,Xu Sichuang · 历史评价（学期未注明）,,A率36.4， 课堂氛围比较轻松，wl不大,published,True,Xu Sichuang,历史评价（学期未注明）,ECO3610,79,D,课程评价.xlsx
legacy:356e2129bedbd485d1807e0c2d01fca92fb55ada,course,cuhksz_course_eco3710,中国经济,"LUK, YF · 历史评价（学期未注明）",,作证，宏经课a率也低,published,True,"LUK, YF",历史评价（学期未注明）,ECO3710,81,D,课程评价.xlsx
legacy:17a5508f885f7a7e929f37a8a7d0dd121e8651ff,course,cuhksz_course_eco3710,中国经济,"LUK, YF · 历史评价（学期未注明）",,luk给分不好，但是讲的好，不适合摆烂人，同学们根据自身情况考虑吧，慎选,published,True,"LUK, YF",历史评价（学期未注明）,ECO3710,81,E,课程评价.xlsx
legacy:0b438eb0aeee7d35451dd4f8ccfdc54cc776729d,course,cuhksz_course_eco3710,中国经济,"LUK, YF · 历史评价（学期未注明）",,同上，宏经也教的很好！！！,published,True,"LUK, YF",历史评价（学期未注明）,ECO3710,81,F,课程评价.xlsx
legacy:0f84701e8514541c92342ccf14ebbc4fed5c4764,course,cuhksz_course_eco3710,中国经济,"LUK, YF · 历史评价（学期未注明）",,在cuhsz没有上过陆教授的课绝对会后悔（讲的真的很好，可以把难的东西讲的简单明白，真的能学到很多。,published,True,"LUK, YF",历史评价（学期未注明）,ECO3710,81,G,课程评价.xlsx
legacy:85bb97fffbdaba6ecc02b72e7910b4a8093f663c,course,cuhksz_course_eie4512,数字图像处理,Zhen Li · 历史评价（学期未注明）,,27.3,published,True,Zhen Li,历史评价（学期未注明）,EIE4512,86,C,课程评价.xlsx
legacy:689b54ed8eb2ca2623830d7f7f3af7f504b96e63,course,cuhksz_course_eie4512,数字图像处理,Zhen Li · 历史评价（学期未注明）,,wl大（暑课）,published,True,Zhen Li,历史评价（学期未注明）,EIE4512,86,D,课程评价.xlsx
legacy:f77559d124af6a38323d4645e1b9a2d79615beea,course,cuhksz_course_ene4001,ENE4001（课程名称待补充）,未注明教师 · 历史评价（学期未注明）,,L 50+,published,True,未注明教师,历史评价（学期未注明）,ENE4001,88,C,课程评价.xlsx
legacy:2c69b1822082c4bb81e5e3402ec001e6dc890dd4,course,cuhksz_course_eng1001,基础英语,"Cao,Derong · 历史评价（学期未注明）",,上课压力略大，讲的非常清晰，语速对于非英语优势地区的同学可能比较快，对课堂互动要求高，有严格的要求，但是能学到很多很多很多有用的东西。老师看起来严格（上课确实有些严厉）但是实质上人非常非常好也很关照学生,published,True,"Cao,Derong",历史评价（学期未注明）,ENG1001,89,C,课程评价.xlsx
legacy:6d80f9ccdbcfc194f9ad3283925f23d1b434da76,course,cuhksz_course_eng1001,基础英语,"Cao,Derong · 历史评价（学期未注明）",,很看中paticipation！一般每节课都要尽量发言一两次，上课节奏蛮push的，wl比较大，但是真的能学到很多东西,published,True,"Cao,Derong",历史评价（学期未注明）,ENG1001,89,D,课程评价.xlsx
legacy:767618e9179d784a2aa32289c4193d89724a8332,course,cuhksz_course_eng1001,基础英语,"Cao,Derong · 历史评价（学期未注明）",,很严，压力很大，但能学到东西,published,True,"Cao,Derong",历史评价（学期未注明）,ENG1001,89,E,课程评价.xlsx
legacy:33110cdd9bb5aca01a2a003a73f2e64a967d6647,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,大一eng 给分都不行,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,C,课程评价.xlsx
legacy:bffc697a67f4a81714e073f70201c213efa100d9,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,老师挺好的 比较佛 给分也可以,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,D,课程评价.xlsx
legacy:6864a5908d0688b572b7721261ca564be802c4e0,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,他很好 很佛系wl也相对比较小,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,E,课程评价.xlsx
legacy:881ca77d7da12218461bfed38b40208b44660f23,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,wl小 每周的任务布置得很清楚，跟着计划走不迷路 人很好会听取学生的建议,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,F,课程评价.xlsx
legacy:06461efb8ac684c9206dcf3245eb8548b2109848,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,老师很好！！！！！！！比较佛，wl不大的,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,H,课程评价.xlsx
legacy:177b85df52f0a8a179857478bcb257b46b7cfda6,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,老师发音很好,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,I,课程评价.xlsx
legacy:91337e9ee0ddee45add27a2cda00aa91ffa4cfba,course,cuhksz_course_eng1001,基础英语,Liu Liming · 历史评价（学期未注明）,,我舍友强推,published,True,Liu Liming,历史评价（学期未注明）,ENG1001,90,K,课程评价.xlsx
legacy:9e1d30a4f055ed1b34e28dbf26697f53fc28b875,course,cuhksz_course_eng1001,基础英语,"Wang,Qian · 历史评价（学期未注明）",,无脑冲不踩雷，给分好,published,True,"Wang,Qian",历史评价（学期未注明）,ENG1001,91,D,课程评价.xlsx
legacy:a16e24720fa18676a2b2982ac48d76804bd2bbd9,course,cuhksz_course_eng1001,基础英语,Yang Yang · 历史评价（学期未注明）,,很不错！！喜欢yangyang~~,published,True,Yang Yang,历史评价（学期未注明）,ENG1001,92,D,课程评价.xlsx
legacy:e8c0399e5b86c9219d9b71de0fb908fda08eef1f,course,cuhksz_course_eng1001,基础英语,Yang Yang · 历史评价（学期未注明）,,课比较轻松，给分不咋样，上课管的比较严,published,True,Yang Yang,历史评价（学期未注明）,ENG1001,92,F,课程评价.xlsx
legacy:156ccc5eea86565218307f414c56a841d89488d1,course,cuhksz_course_eng1001,基础英语,Shengjie ZHAI · 历史评价（学期未注明）,,漂亮老师~~教的很不错，只是给分不怎么样（可能只是我菜）,published,True,Shengjie ZHAI,历史评价（学期未注明）,ENG1001,93,E,课程评价.xlsx
legacy:7e56e3c647e6cf623e164dad4442e4660da20572,course,cuhksz_course_eng1002,学术英语（一）,"CHEN,Pin-H · 历史评价（学期未注明）",,上课略无聊，但人很好，讲得很耐心细致，会帮同学辅导修改essay，给分还可以,published,True,"CHEN,Pin-H",历史评价（学期未注明）,ENG1002,95,C,课程评价.xlsx
legacy:88dbb34a8db7e7edb90fd8e87919f96abf95ac87,course,cuhksz_course_eng1002,学术英语（一）,"CHEN,Pin-H · 历史评价（学期未注明）",,人很好，上课有些平淡，给分正常,published,True,"CHEN,Pin-H",历史评价（学期未注明）,ENG1002,95,D,课程评价.xlsx
legacy:06d6e64b23c66541aa5f663eea5c69793d867ab5,course,cuhksz_course_eng1002,学术英语（一）,"CHEN,Pin-H · 历史评价（学期未注明）",,人挺好，上课节奏比较佛系，想拿高分得学会push自己,published,True,"CHEN,Pin-H",历史评价（学期未注明）,ENG1002,95,E,课程评价.xlsx
legacy:85196ff75aa588ccfce3c2096738dc0f32e95692,course,cuhksz_course_eng1002,学术英语（一）,"GAN,Linhan · 历史评价（学期未注明）",,人特别好，下学期给分相对比上学期好一点，wl等于没有，但是下学期可能会有阅读然后上课回答问题,published,True,"GAN,Linhan",历史评价（学期未注明）,ENG1002,96,C,课程评价.xlsx
legacy:58e2bc5d3b43b9781da26e49bd3fed781f5c3c41,course,cuhksz_course_eng1002,学术英语（一）,"GAN,Linhan · 历史评价（学期未注明）",,很好，很帅，wl有点小大但是不是强制性，能学到知识,published,True,"GAN,Linhan",历史评价（学期未注明）,ENG1002,96,D,课程评价.xlsx
legacy:9494d2f0f74bffa43b9d86ef525118e4520ce1e2,course,cuhksz_course_eng1002,学术英语（一）,"GAN,Linhan · 历史评价（学期未注明）",,无脑冲,published,True,"GAN,Linhan",历史评价（学期未注明）,ENG1002,96,E,课程评价.xlsx
legacy:17212388229342614f38ccb68607cae239c5d81f,course,cuhksz_course_eng1002,学术英语（一）,"Guo,Xin · 历史评价（学期未注明）",,老师讲得很好 可以学到很多东西 给分我觉得还不错吧,published,True,"Guo,Xin",历史评价（学期未注明）,ENG1002,97,C,课程评价.xlsx
legacy:7d91053d96d7fcc307cf0be16e2fa79fedbbab4f,course,cuhksz_course_eng1002,学术英语（一）,"Guo,Xin · 历史评价（学期未注明）",,人很好，很温柔，但是对待学术严格，给分可能会比较低,published,True,"Guo,Xin",历史评价（学期未注明）,ENG1002,97,D,课程评价.xlsx
legacy:58ded3111f7f63448ed1cdc9e476955bd1648ba7,course,cuhksz_course_eng1002,学术英语（一）,"Guo,Xin · 历史评价（学期未注明）",,特别好,published,True,"Guo,Xin",历史评价（学期未注明）,ENG1002,97,E,课程评价.xlsx
legacy:b7f81844f47465c9602f8c395ba3e36d486251e4,course,cuhksz_course_eng1002,学术英语（一）,"Liu,Yingxin · 历史评价（学期未注明）",,人美心善，冲！！！,published,True,"Liu,Yingxin",历史评价（学期未注明）,ENG1002,101,D,课程评价.xlsx
legacy:a6b3a9097a408f8d0e2f6b82adc88b43f8eac28b,course,cuhksz_course_eng1002,学术英语（一）,"Liu,Yingxin · 历史评价（学期未注明）",,今天上了一节 课太困了 而且感觉老师要求蛮多的,published,True,"Liu,Yingxin",历史评价（学期未注明）,ENG1002,101,U,课程评价.xlsx
legacy:2b0c8fcfbb2a0c83066eff97b6ae5acd851545b2,course,cuhksz_course_eng1002,学术英语（一）,"Nie,Yilu · 历史评价（学期未注明）",,非常耐心！给分还可以~,published,True,"Nie,Yilu",历史评价（学期未注明）,ENG1002,102,C,课程评价.xlsx
legacy:8b1465766edf4c84c634289f2994db37e404cfb6,course,cuhksz_course_eng1002,学术英语（一）,"Nie,Yilu · 历史评价（学期未注明）",,老师人很好很耐心，给分还行,published,True,"Nie,Yilu",历史评价（学期未注明）,ENG1002,102,D,课程评价.xlsx
legacy:d8d7d9f7d43d4a119956ba9b9b612feac930d233,course,cuhksz_course_eng1002,学术英语（一）,"Nie,Yilu · 历史评价（学期未注明）",,人美心善,published,True,"Nie,Yilu",历史评价（学期未注明）,ENG1002,102,E,课程评价.xlsx
legacy:788f106cf597dee8968594ed4a258d6cc626462a,course,cuhksz_course_eng1002,学术英语（一）,"PANG,Hui · 历史评价（学期未注明）",,老师真的超级热心，wl略大但是非常适合基础不是很好的同学进步！！！,published,True,"PANG,Hui",历史评价（学期未注明）,ENG1002,103,C,课程评价.xlsx
legacy:15a159f4b6b1c4280bcf73e2db5c5d7761353125,course,cuhksz_course_eng1002,学术英语（一）,"Wang,Kaixi · 历史评价（学期未注明）",,爱得不得了、人又温柔又有真才实学。学到了很多东西,published,True,"Wang,Kaixi",历史评价（学期未注明）,ENG1002,104,C,课程评价.xlsx
legacy:2a999da3007b8b2c46ce93edc650615c531e2674,course,cuhksz_course_eng1002,学术英语（一）,"Wang,Kaixi · 历史评价（学期未注明）",,上了一学期就爱上了，下学期头铁交表也要上她的课。主动是能学到不少东西的,published,True,"Wang,Kaixi",历史评价（学期未注明）,ENG1002,104,D,课程评价.xlsx
legacy:401bb06e0f851fe81d7cd17b8235c7b5b8cdc73a,course,cuhksz_course_eng1002,学术英语（一）,"Wang,Kaixi · 历史评价（学期未注明）",,讲得好人也好 狠狠冲,published,True,"Wang,Kaixi",历史评价（学期未注明）,ENG1002,104,E,课程评价.xlsx
legacy:5800fd72b9f5f76b1e380f47076813b440bf2a40,course,cuhksz_course_eng1002,学术英语（一）,"Xiao,Yang · 历史评价（学期未注明）",,好喜欢他 上课很轻松 给分不错 解答问题也很温柔,published,True,"Xiao,Yang",历史评价（学期未注明）,ENG1002,105,C,课程评价.xlsx
legacy:1d2472b339f6a5edc27d6774ca22925521e98866,course,cuhksz_course_eng1002,学术英语（一）,"Xiao,Yang · 历史评价（学期未注明）",,真的很好，给分不错，主要是上课非常轻松，但是比较水可能学不到什么东西，佛系一点的可以选,published,True,"Xiao,Yang",历史评价（学期未注明）,ENG1002,105,E,课程评价.xlsx
legacy:5879dd5abdc6c3ab53250c1035701de12d6ef8c6,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Rong · 历史评价（学期未注明）",,很好的老师 有很多问题问她也会很耐心回答,published,True,"Yang,Rong",历史评价（学期未注明）,ENG1002,106,C,课程评价.xlsx
legacy:ef6bc12c0ea4906bce3b40cf156cf3ccf84bbf57,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Rong · 历史评价（学期未注明）",,较为传统型的老师，人很温柔，给分还可以,published,True,"Yang,Rong",历史评价（学期未注明）,ENG1002,106,D,课程评价.xlsx
legacy:b14b89e2b5cb4189aec23f0dcee6bf412cc001b9,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Rong · 历史评价（学期未注明）",,给分不错，老师也很好，是我两年里面遇到过的比较好的老师了，可以冲,published,True,"Yang,Rong",历史评价（学期未注明）,ENG1002,106,E,课程评价.xlsx
legacy:0c1a8256f49869ecc270ffe295f7a922e92d8543,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Rong · 历史评价（学期未注明）",,老师人很温柔,published,True,"Yang,Rong",历史评价（学期未注明）,ENG1002,106,F,课程评价.xlsx
legacy:f8827d4a49ade76609d054c226778af07af42d81,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Yang · 历史评价（学期未注明）",,老师很耐心，讲课很细致，但很卷,published,True,"Yang,Yang",历史评价（学期未注明）,ENG1002,108,C,课程评价.xlsx
legacy:5709fbab74ad1a925fe63be08dd39489afd8bd4f,course,cuhksz_course_eng1002,学术英语（一）,"Yang,Yang · 历史评价（学期未注明）",,快跑,published,True,"Yang,Yang",历史评价（学期未注明）,ENG1002,108,D,课程评价.xlsx
legacy:f3e97357587b7be8aedf8aa071bfc10a473f06b6,course,cuhksz_course_eng1002,学术英语（一）,"Zhao,Ziwei · 历史评价（学期未注明）",,不跑等s,published,True,"Zhao,Ziwei",历史评价（学期未注明）,ENG1002,110,D,课程评价.xlsx
